1`[1,~1,~1,~0.98556,~0.80868,~0.6689,~0.4561,~1,~0.77778,~1,~1,~1,1,0.49254,0.5,~1]++
1`[~1,~1,~1,~0.99744,~0.96811,~0.9657,~0.94433,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98843,~0.92737,~0.90902,~0.91863,~1,~0.77778,~1,~0.71429,~1,~1,~0.98507,~0.985,~1]++
1`[~1,2.2204e~16,1,~0.91381,~0.55934,~0.86875,~0.82227,~1,~0.11111,~0.25,~0.71429,~1,~1,~0.97811,~0.985,~1]++
1`[~1,~1,~1,~0.99682,~0.97963,~0.99403,~0.97645,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99162,~0.84942,~0.83147,~0.77516,~1,~0.77778,~0.75,~1,~1,~1,~0.99751,~0.9975,~1]++
1`[~1,1,1,~0.90387,~0.55182,~0.57196,~0.68094,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.93054,~0.52259,~0.59284,~0.62955,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.95299,~0.80647,~0.72856,~0.66167,~1,~0.11111,0,~1,~1,~1,~0.99204,~0.997,~1]++
1`[~1,~1,~1,~0.99812,~0.99247,~0.83893,~0.90578,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99794,~0.98096,~0.95675,~0.9636,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98964,~0.80735,~0.88665,~0.8394,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99131,~0.87245,~0.85682,~0.73019,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97526,~0.77502,~0.63758,~0.59101,~1,~0.77778,~0.75,~1,~1,~1,~0.99701,~0.997,~1]++
1`[~1,2.2204e~16,1,~0.8457,~0.26218,~0.79269,~0.74304,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.96371,~0.75199,~0.7211,~0.74304,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98356,~0.65722,~0.91201,~0.83512,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.98413,~0.9845,~0.87025,~0.84154,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98454,~0.8605,~0.90157,~0.85439,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[~1,~1,1,~0.88523,~0.69221,~0.93736,~0.86938,~1,~0.77778,~1,~0.71429,~1,~1,~0.97015,~0.97,~1]++
1`[1,2.2204e~16,1,~0.9833,~0.87157,~0.80462,~0.73448,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.97686,~0.82241,~0.87919,~0.85225,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.98806,~0.87954,~0.91499,~0.85867,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.95443,~0.58415,~0.84937,~0.73233,~1,~0.33333,~0.75,~0.42857,~1,~1,~0.97413,~0.985,~1]++
1`[~1,~1,~1,~0.97751,~0.89681,~0.88665,~0.74304,~1,~0.77778,~0.75,~1,~1,~1,~0.99751,~0.9975,~1]++
1`[~1,~1,1,~0.9797,~0.76661,~0.83893,~0.78801,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.75685,~0.71523,~0.90604,~0.8137,~1,~0.77778,~1,~0.71429,~1,~1,~0.97512,~0.975,~1]++
1`[~1,2.2204e~16,1,~0.66362,~0.45527,~0.82252,~0.78158,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99273,~0.85075,~0.85235,~0.68094,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99521,~0.98671,~0.84042,~0.8758,~1,~0.77778,~1,~0.71429,~1,~1,~0.9801,~0.98,~1]++
1`[1,~1,1,~0.9735,~0.73782,~0.82699,~0.74946,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.97184,~0.81754,~0.79567,~0.82441,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.19132,~0.20062,~0.81059,~0.74946,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,~1,~0.9887,~0.97963,~0.94631,~0.88223,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.99103,~0.87777,~0.92692,~0.84797,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.94941,~0.65899,~0.59284,~0.64882,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99229,~0.9907,~0.97912,~0.95503,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.95835,~0.86492,~0.92543,~0.86938,~1,~0.33333,~0.25,~1,~1,~1,~0.99602,~0.9985,1]++
1`[1,~1,1,~0.97269,~0.78521,~0.81059,~0.78801,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.90424,~0.46058,~0.3736,~0.4818,1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99577,~0.8853,~0.91648,~0.82869,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[~1,~1,1,~0.98408,~0.8574,~0.79567,~0.78158,~1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,1]++
1`[1,~1,1,~0.90907,~0.26572,~0.90753,~0.82655,~1,~0.77778,~1,~0.71429,~1,~1,~0.99005,~0.99,1]++
1`[1,~1,1,~0.86735,~0.4473,~0.92095,~0.9015,~1,~0.55556,~1,~0.71429,~0.33333,~1,~0.63682,~0.65,~1]++
1`[1,2.2204e~16,1,~0.96662,~0.72498,~0.7733,~0.72377,~1,~0.55556,~0.5,~1,~1,~1,~0.99751,~0.998,~1]++
1`[~1,2.2204e~16,1,~0.96305,~0.76572,~0.71961,~0.78158,~1,~0.55556,~1,~0.71429,~1,1,0.0199,~2.2204e~16,~1]++
1`[1,~1,1,~0.94509,~0.63463,~0.64355,~0.65096,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.97662,~0.98,~1]++
1`[1,2.2204e~16,1,~0.98675,~0.71036,~0.94034,~0.88651,~1,~0.77778,~1,~0.71429,~1,~1,~0.96517,~0.965,~1]++
1`[~1,2.2204e~16,1,~0.98046,~0.81842,~0.8777,~0.79872,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98031,~0.75598,~0.71365,~0.54818,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98561,~0.78034,~0.8255,~0.63169,~1,~0.77778,~1,~0.71429,~1,~1,~0.98507,~0.985,~1]++
1`[~1,2.2204e~16,~1,~0.99221,~0.8264,~0.60477,~0.25696,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.96529,~0.93888,~0.82103,~0.803,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.98561,~0.85164,~0.90902,~0.86296,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.95075,~0.955,~1]++
1`[~1,~1,~1,~0.99356,~0.90213,~0.90455,~0.81799,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,~1,~0.99106,~0.92073,~0.83445,~0.803,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.99406,~0.89637,~0.97017,~0.89293,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99333,~0.94198,~0.94482,~0.8651,~1,~0.77778,~0.75,~1,~1,~1,~0.99701,~0.997,~1]++
1`[~1,~1,~1,~0.99188,~0.97343,~0.95824,~0.88651,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.85431,~0.83658,~0.8434,~0.74732,~1,~0.77778,~1,~0.71429,~1,~1,~0.99502,~0.995,~1]++
1`[1,~1,1,~0.98702,~0.87334,~0.78673,~0.75589,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.80396,~0.81621,~0.76585,~0.71949,~1,~0.55556,~0.5,~1,~1,~1,~0.99751,~0.9985,~1]++
1`[~1,~1,1,~0.90558,~0.56732,~0.84191,~0.74946,~1,0.33333,0,~0.42857,~1,~1,~0.95423,~0.97,1]++
1`[~1,~1,1,~0.99444,~0.9225,~0.96271,~0.93362,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.99112,~0.78787,~0.89709,~0.74946,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.99525,~0.9504,~0.9299,~0.90792,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.99768,~0.92826,~0.9657,~0.91006,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.98454,~0.89327,~0.92692,~0.87152,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98657,~0.99,1]++
1`[~1,1,~1,~0.98111,~0.78388,~0.52573,~0.56745,1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,~1]++
1`[~1,2.2204e~16,~1,~0.99328,~0.87688,~0.86279,~0.81585,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.99089,~0.93844,~0.8255,~0.92291,~1,~0.77778,~0.75,~1,~1,~1,~0.99602,~0.996,~1]++
1`[1,~1,1,~0.97114,~0.78255,~0.6346,~0.66381,~1,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,~1]++
1`[~1,~1,1,~0.98884,~0.86448,~0.91946,~0.8758,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98249,~0.63198,~0.81954,~0.65525,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,~1,~0.99781,~0.94641,~0.96421,~0.94004,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.98659,~0.8574,~0.8255,~0.74732,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.85654,~0.15013,~0.79866,~0.68522,~1,~0.33333,~0.75,~0.71429,~0.33333,~1,~0.6393,~0.65,~1]++
1`[1,~1,1,~0.97979,~0.82994,~0.83743,~0.83298,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.76028,~0.49291,~0.9135,~0.92719,~1,~0.33333,~0.75,~0.42857,~1,~1,~0.92836,~0.955,~1]++
1`[~1,~1,1,~0.92042,0.19531,~0.56898,~0.394,~1,~0.77778,~1,~1,~1,1,~0.0049751,~2.2204e~16,~1]++
1`[~1,~1,~1,~0.99563,~0.98096,~0.98509,~0.98501,~1,~0.77778,~1,~0.71429,~1,~1,~0.99005,~0.99,~1]++
1`[1,2.2204e~16,1,~0.9827,~0.62046,~0.89113,~0.77302,0,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[~1,~1,~1,~0.9841,~0.97963,~0.91499,~0.89293,~1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,~1]++
1`[~1,~1,~1,~0.99487,~0.99026,~0.91201,~0.88009,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98646,~0.76262,~0.85086,~0.80086,~1,~1,~1,~1,~1,~1,~1,~1,1]++
1`[1,2.2204e~16,1,~0.96717,~0.69088,~0.77778,~0.68951,~1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,~1]++
1`[1,2.2204e~16,1,~0.98555,~0.74092,~0.85086,~0.74518,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.99001,~0.876,~0.87323,~0.82013,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99599,~0.97919,~0.98807,~0.98501,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98023,~0.81931,~0.87323,~0.80942,~1,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,~1]++
1`[1,2.2204e~16,1,~0.98101,~0.75819,~0.86875,~0.74946,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.96492,~0.93224,~0.78374,~0.68308,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.64237,~0.20018,~0.83296,~0.77302,~1,~0.55556,~0.75,~1,~0.33333,~1,~0.79751,~0.8,~1]++
1`[~1,~1,~1,~0.98803,~0.85651,~0.7569,~0.79229,~1,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,~1]++
1`[1,2.2204e~16,1,~0.9384,~0.66829,~0.91201,~0.83512,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.99204,~0.995,~1]++
1`[~1,~1,1,~0.96263,~0.75199,~0.76137,~0.76874,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.96385,~0.83481,~0.77181,~0.65953,~1,~0.11111,~0.5,~0.71429,~1,1,0.016915,~2.2204e~16,~1]++
1`[~1,~1,~1,~0.99641,~0.98539,~0.99702,~0.95075,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.95503,~0.76174,~0.74795,~0.79229,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.9806,~0.985,1]++
1`[~1,2.2204e~16,1,~0.97832,~0.77369,~0.87323,~0.78801,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97863,~0.91674,~0.97465,~0.98715,~1,~0.11111,~1,0.14286,~1,~1,~0.90547,~0.96,~1]++
1`[~1,~1,1,~0.98428,~0.68335,~0.73453,~0.45824,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99637,~0.938,~0.9299,~0.91435,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.9787,~0.81355,~0.87621,~0.86724,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.94808,~0.93844,~0.87174,~0.88865,~1,~0.33333,~0.5,~0.71429,~1,~1,~0.98607,~0.99,~1]++
1`[1,~1,1,~0.92884,~0.65678,~0.83445,~0.74304,~1,~0.11111,~0.75,~0.42857,~0.33333,~1,~0.86269,~0.95,~1]++
1`[~1,2.2204e~16,~1,~0.99118,~0.91054,~0.84489,~0.82869,~1,~0.77778,~0.75,~1,~1,~1,~0.99701,~0.997,~1]++
1`[~1,~1,~1,~0.98987,~0.98671,~0.96271,~0.9636,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99206,~0.81399,~0.85086,~0.74946,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99904,~0.95128,~0.97614,~0.87152,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.98642,~0.94154,~0.71216,~0.8758,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.99216,~0.89991,~0.87472,~0.81585,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99667,~0.97431,~0.85981,~0.73448,~1,~1,~1,~1,~1,~1,~1,~1,1]++
1`[~1,1,1,~0.95948,~0.56466,~0.80761,~0.66595,1,~0.77778,~1,~0.71429,~1,~1,~0.98507,~0.985,~1]++
1`[~1,2.2204e~16,1,~0.99216,~0.86537,~0.90306,~0.83512,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.9884,~0.92117,~0.90604,~0.91221,~1,~0.77778,~0.75,~1,~1,~1,~0.99751,~0.9975,~1]++
1`[~1,2.2204e~16,~1,~0.98808,~0.98273,~0.88069,~0.83512,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,~1,~0.9794,~0.74225,~0.42878,~0.35546,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.96611,~0.85075,~0.88963,~0.77088,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98159,~0.985,~1]++
1`[~1,~1,~1,~0.98932,~0.98494,~0.98359,~0.95289,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99801,~0.99469,~0.80611,~0.93362,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98947,~0.8884,~0.8777,~0.77516,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.98363,~0.83437,~0.9135,~0.86081,~1,~1,~1,~1,~1,~1,~1,~1,~1]
